dimension,value,layer_id,threshold,feature_metric,pair_count,pixel_changed_ratio,feature_changed_ratio,correlation
episode_id,5696,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,5696,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
episode_id,5696,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,5696,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,60,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.013925729442970823, ""median"": 0.013925729442970823, ""p90"": 0.013925729442970823, ""min"": 0.013925729442970823, ""max"": 0.013925729442970823, ""std"": 0.0}",
episode_id,60,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.010610079575596816, ""median"": 0.010610079575596816, ""p90"": 0.010610079575596816, ""min"": 0.010610079575596816, ""max"": 0.010610079575596816, ""std"": 0.0}",
episode_id,60,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
episode_id,60,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
episode_id,60,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,6219,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.03249336870026525, ""median"": 0.03249336870026525, ""p90"": 0.0356763925729443, ""min"": 0.028514588859416445, ""max"": 0.03647214854111406, ""std"": 0.003978779840848807}",1.0
episode_id,6219,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.02022546419098143, ""median"": 0.02022546419098143, ""p90"": 0.023143236074270556, ""min"": 0.016578249336870028, ""max"": 0.023872679045092837, ""std"": 0.003647214854111404}",1.0
episode_id,6219,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.0069628647214854105, ""median"": 0.0069628647214854105, ""p90"": 0.009350132625994696, ""min"": 0.003978779840848806, ""max"": 0.009946949602122016, ""std"": 0.0029840848806366046}",1.0
episode_id,6219,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.003978779840848806, ""median"": 0.003978779840848806, ""p90"": 0.005570291777188329, ""min"": 0.001989389920424403, ""max"": 0.005968169761273209, ""std"": 0.0019893899204244028}",1.0
episode_id,6219,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.0003315649867374005, ""median"": 0.0003315649867374005, ""p90"": 0.0005968169761273209, ""min"": 0.0, ""max"": 0.000663129973474801, ""std"": 0.0003315649867374005}",1.0
episode_id,622,final,0.005,cosine_distance,3,"{""count"": 3, ""mean"": 0.0859375, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0546875, ""max"": 0.109375, ""std"": 0.0229993772560621}","{""count"": 3, ""mean"": 0.03116710875331565, ""median"": 0.03050397877984085, ""p90"": 0.04217506631299735, ""min"": 0.01790450928381963, ""max"": 0.04509283819628647, ""std"": 0.011109488835657879}",0.662343617884818
episode_id,622,final,0.01,cosine_distance,3,"{""count"": 3, ""mean"": 0.0859375, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0546875, ""max"": 0.109375, ""std"": 0.0229993772560621}","{""count"": 3, ""mean"": 0.021441202475685234, ""median"": 0.021883289124668436, ""p90"": 0.028779840848806366, ""min"": 0.011936339522546418, ""max"": 0.03050397877984085, ""std"": 0.007586650000765038}",0.7224772368122733
episode_id,622,final,0.03,cosine_distance,3,"{""count"": 3, ""mean"": 0.0859375, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0546875, ""max"": 0.109375, ""std"": 0.0229993772560621}","{""count"": 3, ""mean"": 0.008178603006189214, ""median"": 0.011273209549071617, ""p90"": 0.011803713527851457, ""min"": 0.001326259946949602, ""max"": 0.011936339522546418, ""std"": 0.004852895313903658}",0.9438006438239364
episode_id,622,final,0.05,cosine_distance,3,"{""count"": 3, ""mean"": 0.0859375, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0546875, ""max"": 0.109375, ""std"": 0.0229993772560621}","{""count"": 3, ""mean"": 0.003757736516357206, ""median"": 0.004641909814323607, ""p90"": 0.00623342175066313, ""min"": 0.0, ""max"": 0.006631299734748011, ""std"": 0.002778471505299853}",0.8377358552633213
episode_id,622,final,0.1,cosine_distance,3,"{""count"": 3, ""mean"": 0.0859375, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0546875, ""max"": 0.109375, ""std"": 0.0229993772560621}","{""count"": 3, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.0011936339522546418, ""min"": 0.0, ""max"": 0.001326259946949602, ""std"": 0.0005414433560528687}",0.6933752452815364
episode_id,6279,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.03515625, ""median"": 0.03515625, ""p90"": 0.03828125, ""min"": 0.03125, ""max"": 0.0390625, ""std"": 0.00390625}","{""count"": 2, ""mean"": 0.01226790450928382, ""median"": 0.01226790450928382, ""p90"": 0.016777188328912465, ""min"": 0.006631299734748011, ""max"": 0.01790450928381963, ""std"": 0.0056366047745358095}",1.0
episode_id,6279,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.03515625, ""median"": 0.03515625, ""p90"": 0.03828125, ""min"": 0.03125, ""max"": 0.0390625, ""std"": 0.00390625}","{""count"": 2, ""mean"": 0.006631299734748011, ""median"": 0.006631299734748011, ""p90"": 0.008753315649867375, ""min"": 0.003978779840848806, ""max"": 0.009283819628647215, ""std"": 0.002652519893899204}",1.0
episode_id,6279,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.03515625, ""median"": 0.03515625, ""p90"": 0.03828125, ""min"": 0.03125, ""max"": 0.0390625, ""std"": 0.00390625}","{""count"": 2, ""mean"": 0.0023209549071618036, ""median"": 0.0023209549071618036, ""p90"": 0.003647214854111406, ""min"": 0.000663129973474801, ""max"": 0.003978779840848806, ""std"": 0.0016578249336870027}",1.0
episode_id,6279,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.03515625, ""median"": 0.03515625, ""p90"": 0.03828125, ""min"": 0.03125, ""max"": 0.0390625, ""std"": 0.00390625}","{""count"": 2, ""mean"": 0.0003315649867374005, ""median"": 0.0003315649867374005, ""p90"": 0.0005968169761273209, ""min"": 0.0, ""max"": 0.000663129973474801, ""std"": 0.0003315649867374005}",1.0
episode_id,6279,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.03515625, ""median"": 0.03515625, ""p90"": 0.03828125, ""min"": 0.03125, ""max"": 0.0390625, ""std"": 0.00390625}","{""count"": 2, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,6759,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.09375, ""median"": 0.09375, ""p90"": 0.09375, ""min"": 0.09375, ""max"": 0.09375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.07625994694960213, ""median"": 0.07625994694960213, ""p90"": 0.07625994694960213, ""min"": 0.07625994694960213, ""max"": 0.07625994694960213, ""std"": 0.0}",
episode_id,6759,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.09375, ""median"": 0.09375, ""p90"": 0.09375, ""min"": 0.09375, ""max"": 0.09375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.047082228116710874, ""median"": 0.047082228116710874, ""p90"": 0.047082228116710874, ""min"": 0.047082228116710874, ""max"": 0.047082228116710874, ""std"": 0.0}",
episode_id,6759,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.09375, ""median"": 0.09375, ""p90"": 0.09375, ""min"": 0.09375, ""max"": 0.09375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.023209549071618037, ""median"": 0.023209549071618037, ""p90"": 0.023209549071618037, ""min"": 0.023209549071618037, ""max"": 0.023209549071618037, ""std"": 0.0}",
episode_id,6759,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.09375, ""median"": 0.09375, ""p90"": 0.09375, ""min"": 0.09375, ""max"": 0.09375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.009283819628647215, ""median"": 0.009283819628647215, ""p90"": 0.009283819628647215, ""min"": 0.009283819628647215, ""max"": 0.009283819628647215, ""std"": 0.0}",
episode_id,6759,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.09375, ""median"": 0.09375, ""p90"": 0.09375, ""min"": 0.09375, ""max"": 0.09375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,7180,final,0.005,cosine_distance,3,"{""count"": 3, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.053125000000000006, ""min"": 0.0390625, ""max"": 0.0546875, ""std"": 0.00637887953849786}","{""count"": 3, ""mean"": 0.022104332449160036, ""median"": 0.023209549071618037, ""p90"": 0.026923076923076925, ""min"": 0.015251989389920425, ""max"": 0.027851458885941646, ""std"": 0.005202741952228038}",0.6244130818223642
episode_id,7180,final,0.01,cosine_distance,3,"{""count"": 3, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.053125000000000006, ""min"": 0.0390625, ""max"": 0.0546875, ""std"": 0.00637887953849786}","{""count"": 3, ""mean"": 0.014809902740937223, ""median"": 0.011936339522546418, ""p90"": 0.02095490716180371, ""min"": 0.009283819628647215, ""max"": 0.023209549071618037, ""std"": 0.006037356447280135}",0.17936438266678528
episode_id,7180,final,0.03,cosine_distance,3,"{""count"": 3, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.053125000000000006, ""min"": 0.0390625, ""max"": 0.0546875, ""std"": 0.00637887953849786}","{""count"": 3, ""mean"": 0.0035366931918656055, ""median"": 0.002652519893899204, ""p90"": 0.006366047745358091, ""min"": 0.000663129973474801, ""max"": 0.007294429708222812, ""std"": 0.0027784715052998534}",0.29230641110773387
episode_id,7180,final,0.05,cosine_distance,3,"{""count"": 3, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.053125000000000006, ""min"": 0.0390625, ""max"": 0.0546875, ""std"": 0.00637887953849786}","{""count"": 3, ""mean"": 0.0008841732979664014, ""median"": 0.000663129973474801, ""p90"": 0.0011936339522546418, ""min"": 0.000663129973474801, ""max"": 0.001326259946949602, ""std"": 0.00031260246736805814}",0.0
episode_id,7180,final,0.1,cosine_distance,3,"{""count"": 3, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.053125000000000006, ""min"": 0.0390625, ""max"": 0.0546875, ""std"": 0.00637887953849786}","{""count"": 3, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,7200,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 2, ""mean"": 0.00629973474801061, ""median"": 0.00629973474801061, ""p90"": 0.0065649867374005305, ""min"": 0.005968169761273209, ""max"": 0.006631299734748011, ""std"": 0.0003315649867374009}",
episode_id,7200,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 2, ""mean"": 0.002984084880636605, ""median"": 0.002984084880636605, ""p90"": 0.0032493368700265255, ""min"": 0.002652519893899204, ""max"": 0.0033156498673740055, ""std"": 0.0003315649867374007}",
episode_id,7200,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 2, ""mean"": 0.001989389920424403, ""median"": 0.001989389920424403, ""p90"": 0.001989389920424403, ""min"": 0.001989389920424403, ""max"": 0.001989389920424403, ""std"": 0.0}",
episode_id,7200,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 2, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,7200,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 2, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,7240,final,0.005,cosine_distance,3,"{""count"": 3, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.05, ""min"": 0.0078125, ""max"": 0.0546875, ""std"": 0.019136638615493577}","{""count"": 3, ""mean"": 0.022546419098143238, ""median"": 0.02453580901856764, ""p90"": 0.03673740053050398, ""min"": 0.0033156498673740055, ""max"": 0.03978779840848806, ""std"": 0.014955994539378665}",0.9955668446019952
episode_id,7240,final,0.01,cosine_distance,3,"{""count"": 3, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.05, ""min"": 0.0078125, ""max"": 0.0546875, ""std"": 0.019136638615493577}","{""count"": 3, ""mean"": 0.015030946065428825, ""median"": 0.017241379310344827, ""p90"": 0.02360742705570292, ""min"": 0.002652519893899204, ""max"": 0.025198938992042442, ""std"": 0.009336300655147161}",0.9858869581095003
episode_id,7240,final,0.03,cosine_distance,3,"{""count"": 3, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.05, ""min"": 0.0078125, ""max"": 0.0546875, ""std"": 0.019136638615493577}","{""count"": 3, ""mean"": 0.005305039787798408, ""median"": 0.006631299734748011, ""p90"": 0.007692307692307693, ""min"": 0.001326259946949602, ""max"": 0.007957559681697613, ""std"": 0.0028650489382881787}",0.9449111825230682
episode_id,7240,final,0.05,cosine_distance,3,"{""count"": 3, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.05, ""min"": 0.0078125, ""max"": 0.0546875, ""std"": 0.019136638615493577}","{""count"": 3, ""mean"": 0.0015473032714412025, ""median"": 0.001326259946949602, ""p90"": 0.002917771883289125, ""min"": 0.0, ""max"": 0.0033156498673740055, ""std"": 0.0013626025647588366}",0.3973597071195131
episode_id,7240,final,0.1,cosine_distance,3,"{""count"": 3, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.05, ""min"": 0.0078125, ""max"": 0.0546875, ""std"": 0.019136638615493577}","{""count"": 3, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,7420,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.013925729442970823, ""median"": 0.013925729442970823, ""p90"": 0.013925729442970823, ""min"": 0.013925729442970823, ""max"": 0.013925729442970823, ""std"": 0.0}",
episode_id,7420,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.009283819628647215, ""median"": 0.009283819628647215, ""p90"": 0.009283819628647215, ""min"": 0.009283819628647215, ""max"": 0.009283819628647215, ""std"": 0.0}",
episode_id,7420,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0033156498673740055, ""median"": 0.0033156498673740055, ""p90"": 0.0033156498673740055, ""min"": 0.0033156498673740055, ""max"": 0.0033156498673740055, ""std"": 0.0}",
episode_id,7420,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
episode_id,7420,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,7740,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.012599469496021221, ""median"": 0.012599469496021221, ""p90"": 0.012599469496021221, ""min"": 0.012599469496021221, ""max"": 0.012599469496021221, ""std"": 0.0}",
episode_id,7740,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.007294429708222812, ""median"": 0.007294429708222812, ""p90"": 0.007294429708222812, ""min"": 0.007294429708222812, ""max"": 0.007294429708222812, ""std"": 0.0}",
episode_id,7740,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
episode_id,7740,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
episode_id,7740,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
