dimension,value,feature_boundary,layer_id,threshold,feature_metric,pair_count,pixel_changed_ratio,feature_changed_ratio,correlation
episode_id,5655,model_ready_visual,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.08203125, ""median"": 0.08203125, ""p90"": 0.12890625, ""min"": 0.0234375, ""max"": 0.140625, ""std"": 0.05859375}","{""count"": 2, ""mean"": 0.16578249336870027, ""median"": 0.16578249336870027, ""p90"": 0.20716180371352783, ""min"": 0.11405835543766578, ""max"": 0.21750663129973474, ""std"": 0.05172413793103448}",1.0
episode_id,5655,model_ready_visual,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.08203125, ""median"": 0.08203125, ""p90"": 0.12890625, ""min"": 0.0234375, ""max"": 0.140625, ""std"": 0.05859375}","{""count"": 2, ""mean"": 0.11273209549071618, ""median"": 0.11273209549071618, ""p90"": 0.15623342175066313, ""min"": 0.058355437665782495, ""max"": 0.16710875331564987, ""std"": 0.054376657824933686}",0.9999999999999999
episode_id,5655,model_ready_visual,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.08203125, ""median"": 0.08203125, ""p90"": 0.12890625, ""min"": 0.0234375, ""max"": 0.140625, ""std"": 0.05859375}","{""count"": 2, ""mean"": 0.10477453580901858, ""median"": 0.10477453580901858, ""p90"": 0.14615384615384613, ""min"": 0.05305039787798409, ""max"": 0.15649867374005305, ""std"": 0.05172413793103448}",1.0
episode_id,5655,model_ready_visual,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.08203125, ""median"": 0.08203125, ""p90"": 0.12890625, ""min"": 0.0234375, ""max"": 0.140625, ""std"": 0.05859375}","{""count"": 2, ""mean"": 0.0663129973474801, ""median"": 0.0663129973474801, ""p90"": 0.10026525198938992, ""min"": 0.023872679045092837, ""max"": 0.10875331564986737, ""std"": 0.042440318302387266}",1.0
episode_id,5696,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.007957559681697613, ""median"": 0.007957559681697613, ""p90"": 0.007957559681697613, ""min"": 0.007957559681697613, ""max"": 0.007957559681697613, ""std"": 0.0}",
episode_id,5696,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.007957559681697613, ""median"": 0.007957559681697613, ""p90"": 0.007957559681697613, ""min"": 0.007957559681697613, ""max"": 0.007957559681697613, ""std"": 0.0}",
episode_id,5696,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.005305039787798408, ""median"": 0.005305039787798408, ""p90"": 0.005305039787798408, ""min"": 0.005305039787798408, ""max"": 0.005305039787798408, ""std"": 0.0}",
episode_id,5696,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
episode_id,5696,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,60,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.04774535809018567, ""median"": 0.04774535809018567, ""p90"": 0.04774535809018567, ""min"": 0.04774535809018567, ""max"": 0.04774535809018567, ""std"": 0.0}",
episode_id,60,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.03183023872679045, ""median"": 0.03183023872679045, ""p90"": 0.03183023872679045, ""min"": 0.03183023872679045, ""max"": 0.03183023872679045, ""std"": 0.0}",
episode_id,60,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.015915119363395226, ""median"": 0.015915119363395226, ""p90"": 0.015915119363395226, ""min"": 0.015915119363395226, ""max"": 0.015915119363395226, ""std"": 0.0}",
episode_id,60,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.013262599469496022, ""median"": 0.013262599469496022, ""p90"": 0.013262599469496022, ""min"": 0.013262599469496022, ""max"": 0.013262599469496022, ""std"": 0.0}",
episode_id,60,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.013262599469496022, ""median"": 0.013262599469496022, ""p90"": 0.013262599469496022, ""min"": 0.013262599469496022, ""max"": 0.013262599469496022, ""std"": 0.0}",
episode_id,6219,model_ready_visual,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.16312997347480107, ""median"": 0.16312997347480107, ""p90"": 0.20238726790450928, ""min"": 0.11405835543766578, ""max"": 0.21220159151193635, ""std"": 0.049071618037135285}",1.0
episode_id,6219,model_ready_visual,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.11671087533156499, ""median"": 0.11671087533156499, ""p90"": 0.1464190981432361, ""min"": 0.07957559681697612, ""max"": 0.15384615384615385, ""std"": 0.037135278514588865}",1.0
episode_id,6219,model_ready_visual,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.06896551724137931, ""median"": 0.06896551724137931, ""p90"": 0.08381962864721486, ""min"": 0.050397877984084884, ""max"": 0.08753315649867374, ""std"": 0.01856763925729443}",1.0
episode_id,6219,model_ready_visual,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.050397877984084884, ""median"": 0.050397877984084884, ""p90"": 0.06312997347480107, ""min"": 0.034482758620689655, ""max"": 0.06631299734748011, ""std"": 0.01591511936339523}",1.0
episode_id,6219,model_ready_visual,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.017241379310344827, ""median"": 0.017241379310344827, ""p90"": 0.026790450928381962, ""min"": 0.005305039787798408, ""max"": 0.029177718832891247, ""std"": 0.01193633952254642}",1.0
episode_id,622,model_ready_visual,final,0.005,cosine_distance,3,"{""count"": 3, ""mean"": 0.0859375, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0546875, ""max"": 0.109375, ""std"": 0.0229993772560621}","{""count"": 3, ""mean"": 0.14235190097259062, ""median"": 0.1273209549071618, ""p90"": 0.1909814323607427, ""min"": 0.09283819628647215, ""max"": 0.20689655172413793, ""std"": 0.04776172886319895}",0.5156382929525946
episode_id,622,model_ready_visual,final,0.01,cosine_distance,3,"{""count"": 3, ""mean"": 0.0859375, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0546875, ""max"": 0.109375, ""std"": 0.0229993772560621}","{""count"": 3, ""mean"": 0.11671087533156499, ""median"": 0.11140583554376658, ""p90"": 0.1559681697612732, ""min"": 0.07161803713527852, ""max"": 0.16710875331564987, ""std"": 0.03916398689717082}",0.6211685666097134
episode_id,622,model_ready_visual,final,0.03,cosine_distance,3,"{""count"": 3, ""mean"": 0.0859375, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0546875, ""max"": 0.109375, ""std"": 0.0229993772560621}","{""count"": 3, ""mean"": 0.08222811671087533, ""median"": 0.08222811671087533, ""p90"": 0.11193633952254642, ""min"": 0.04509283819628647, ""max"": 0.11936339522546419, ""std"": 0.030320827938960647}",0.6933752452815365
episode_id,622,model_ready_visual,final,0.05,cosine_distance,3,"{""count"": 3, ""mean"": 0.0859375, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0546875, ""max"": 0.109375, ""std"": 0.0229993772560621}","{""count"": 3, ""mean"": 0.0680813439434129, ""median"": 0.06896551724137931, ""p90"": 0.09230769230769231, ""min"": 0.03713527851458886, ""max"": 0.09814323607427056, ""std"": 0.024914240147843273}",0.7112392475083752
episode_id,622,model_ready_visual,final,0.1,cosine_distance,3,"{""count"": 3, ""mean"": 0.0859375, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0546875, ""max"": 0.109375, ""std"": 0.0229993772560621}","{""count"": 3, ""mean"": 0.052166224580017684, ""median"": 0.04509283819628647, ""p90"": 0.07904509283819629, ""min"": 0.023872679045092837, ""max"": 0.08753315649867374, ""std"": 0.026466188412194107}",0.5447047794019222
episode_id,6279,model_ready_visual,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.03515625, ""median"": 0.03515625, ""p90"": 0.03828125, ""min"": 0.03125, ""max"": 0.0390625, ""std"": 0.00390625}","{""count"": 2, ""mean"": 0.09283819628647215, ""median"": 0.09283819628647215, ""p90"": 0.12042440318302387, ""min"": 0.058355437665782495, ""max"": 0.1273209549071618, ""std"": 0.034482758620689655}",1.0
episode_id,6279,model_ready_visual,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.03515625, ""median"": 0.03515625, ""p90"": 0.03828125, ""min"": 0.03125, ""max"": 0.0390625, ""std"": 0.00390625}","{""count"": 2, ""mean"": 0.0623342175066313, ""median"": 0.0623342175066313, ""p90"": 0.07612732095490717, ""min"": 0.04509283819628647, ""max"": 0.07957559681697612, ""std"": 0.017241379310344827}",1.0
episode_id,6279,model_ready_visual,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.03515625, ""median"": 0.03515625, ""p90"": 0.03828125, ""min"": 0.03125, ""max"": 0.0390625, ""std"": 0.00390625}","{""count"": 2, ""mean"": 0.02519893899204244, ""median"": 0.02519893899204244, ""p90"": 0.03474801061007958, ""min"": 0.013262599469496022, ""max"": 0.03713527851458886, ""std"": 0.011936339522546418}",1.0
episode_id,6279,model_ready_visual,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.03515625, ""median"": 0.03515625, ""p90"": 0.03828125, ""min"": 0.03125, ""max"": 0.0390625, ""std"": 0.00390625}","{""count"": 2, ""mean"": 0.021220159151193636, ""median"": 0.021220159151193636, ""p90"": 0.027586206896551724, ""min"": 0.013262599469496022, ""max"": 0.029177718832891247, ""std"": 0.007957559681697613}",1.0
episode_id,6279,model_ready_visual,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.03515625, ""median"": 0.03515625, ""p90"": 0.03828125, ""min"": 0.03125, ""max"": 0.0390625, ""std"": 0.00390625}","{""count"": 2, ""mean"": 0.005305039787798408, ""median"": 0.005305039787798408, ""p90"": 0.009549071618037135, ""min"": 0.0, ""max"": 0.010610079575596816, ""std"": 0.005305039787798408}",1.0
episode_id,6759,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.09375, ""median"": 0.09375, ""p90"": 0.09375, ""min"": 0.09375, ""max"": 0.09375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.3156498673740053, ""median"": 0.3156498673740053, ""p90"": 0.3156498673740053, ""min"": 0.3156498673740053, ""max"": 0.3156498673740053, ""std"": 0.0}",
episode_id,6759,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.09375, ""median"": 0.09375, ""p90"": 0.09375, ""min"": 0.09375, ""max"": 0.09375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.22281167108753316, ""median"": 0.22281167108753316, ""p90"": 0.22281167108753316, ""min"": 0.22281167108753316, ""max"": 0.22281167108753316, ""std"": 0.0}",
